Point_ID,Latitude,Longitude,LST (°C),Elevation,Slope,Aspect,EVI,NDVI,TVI,BSI,NDBaI,NDBSI,NMDI,OSAVI,SAVI,BUI,EBBI,NBI,NBAI,UI,MNDWI,NDWI,Year
87,22.83127,86.34883,36.6,189.0,5.6,178.0,0.48,0.74,110.7,,,,-0.34,0.53,0.52,0.15,0.28,-0.11,-0.02,-0.01,-0.26,0.48,2017
88,22.79315,86.43795,32.5,205.0,5.5,224.0,0.51,0.29,72.0,,,,0.09,0.16,0.28,-0.16,-0.2,0.15,0.13,0.2,0.06,0.25,2017
89,22.84383,86.44105,30.1,204.0,4.9,81.0,0.2,0.1,81.4,,,,0.03,0.52,0.55,-0.07,-0.02,-0.1,-0.09,-0.05,0.27,0.48,2017
90,22.87466,86.33205,29.5,218.0,6.8,303.0,0.26,0.35,104.8,,,,0.03,0.1,0.63,-0.0,0.3,-0.25,-0.1,0.32,0.08,0.18,2017
91,22.84965,86.45158,25.5,163.0,5.8,0.0,0.47,0.44,113.3,,,,0.4,0.17,0.33,-0.15,-0.12,-0.13,-0.18,0.35,0.49,0.04,2017
92,22.75582,86.54175,37.0,140.0,1.0,327.0,0.27,0.75,95.0,,,,-0.05,0.39,0.46,0.08,-0.01,0.11,0.04,0.43,0.11,-0.31,2017
93,22.82016,86.55,30.4,182.0,7.3,211.0,0.27,0.54,113.1,,,,0.3,0.27,0.48,-0.17,-0.2,0.04,0.04,0.05,0.6,-0.13,2017
94,22.76794,86.37399,37.8,188.0,6.9,108.0,0.46,0.5,110.2,,,,-0.17,0.67,0.52,0.31,0.17,0.18,-0.25,-0.01,-0.24,0.43,2017
95,22.80064,86.36645,28.9,209.0,6.2,110.0,0.44,0.73,95.4,,,,-0.24,0.62,0.56,-0.2,0.24,-0.09,-0.19,0.16,0.02,0.59,2017
96,22.78805,86.24211,32.6,174.0,3.5,172.0,0.43,0.12,120.0,,,,-0.17,0.22,0.15,0.21,-0.11,-0.08,0.06,-0.04,0.41,-0.03,2017
97,22.82333,86.33199,39.1,215.0,6.5,354.0,0.24,0.43,108.6,,,,0.27,0.47,0.62,-0.16,0.16,0.06,-0.15,-0.02,0.18,0.64,2017
98,22.89844,86.5055,24.0,143.0,1.8,261.0,0.32,0.55,84.8,,,,0.0,0.13,0.36,0.04,-0.02,0.13,-0.12,0.19,0.45,-0.35,2017
99,22.90867,86.28781,24.0,236.0,4.1,154.0,0.32,0.51,90.7,,,,0.36,0.33,0.59,0.2,0.22,0.25,-0.21,-0.06,0.28,0.12,2017
100,22.80442,86.36495,27.2,181.0,2.7,0.0,0.41,0.5,86.7,,,,0.25,0.1,0.35,0.24,0.3,-0.2,-0.05,0.36,-0.24,0.02,2017
101,22.82123,86.29892,37.0,152.0,8.6,198.0,0.31,0.57,111.6,,,,0.18,0.27,0.52,-0.19,-0.2,0.25,-0.19,0.03,0.6,0.65,2017
102,22.80617,86.52654,32.9,142.0,4.8,161.0,0.2,0.68,92.8,,,,-0.0,0.46,0.77,-0.2,0.27,-0.1,0.03,0.26,-0.17,0.09,2017
103,22.75836,86.39738,26.0,220.0,3.0,249.0,0.34,0.46,113.4,,,,0.4,0.65,0.79,-0.2,-0.2,-0.11,-0.11,0.26,0.6,0.35,2017
104,22.84368,86.37327,35.8,229.0,4.7,60.0,0.1,0.5,87.5,,,,-0.32,0.1,0.44,0.01,-0.12,-0.25,0.09,0.07,0.03,-0.0,2017
105,22.8428,86.41589,27.0,234.0,4.6,90.0,0.44,0.41,70.1,,,,-0.19,0.5,0.3,-0.09,-0.01,-0.11,0.11,0.01,-0.08,-0.18,2017
106,22.81973,86.26009,32.9,213.0,5.3,322.0,0.34,0.49,97.8,,,,-0.13,0.3,0.33,0.35,0.3,-0.2,0.12,0.32,0.05,0.08,2017
107,22.79132,86.27893,33.2,173.0,6.7,86.0,0.4,0.56,101.6,,,,0.03,0.26,0.3,-0.2,-0.2,-0.19,0.06,0.22,0.18,0.65,2017
108,22.75871,86.22844,38.4,167.0,6.0,154.0,0.46,0.39,94.5,,,,-0.11,0.39,0.39,0.28,-0.07,0.11,-0.08,-0.3,0.26,-0.17,2017
109,22.82897,86.37171,39.1,193.0,6.4,170.0,0.55,0.51,112.1,,,,0.14,0.29,0.72,-0.2,0.11,0.1,-0.1,-0.18,0.06,0.03,2017
110,22.79712,86.38554,26.2,147.0,6.5,92.0,0.55,0.64,92.2,,,,-0.06,0.73,0.82,-0.1,-0.2,-0.0,0.16,0.41,-0.12,-0.38,2017
111,22.7745,86.37066,24.0,179.0,5.2,74.0,0.49,0.34,106.6,,,,0.12,0.38,0.58,0.24,0.09,-0.02,0.06,0.36,0.13,0.28,2017
112,22.83844,86.31776,32.3,159.0,9.5,360.0,0.54,0.3,100.5,,,,0.02,0.43,0.72,-0.04,0.3,-0.25,-0.07,0.17,-0.31,0.11,2017
113,22.77605,86.30192,25.9,144.0,7.0,213.0,0.6,0.31,70.4,,,,0.24,0.29,0.48,-0.11,-0.08,-0.25,0.16,0.24,0.35,0.59,2017
114,22.81553,86.46994,28.2,199.0,5.7,157.0,0.55,0.1,107.0,,,,-0.19,0.19,0.22,-0.2,0.04,0.11,0.11,-0.08,-0.14,0.65,2017
115,22.91325,86.38775,37.4,176.0,4.8,135.0,0.44,0.1,75.1,,,,-0.09,0.22,0.58,0.35,-0.03,0.21,0.13,-0.19,-0.12,0.18,2017
116,22.84811,86.36392,35.1,165.0,5.9,233.0,0.49,0.55,97.8,,,,0.02,0.5,0.78,0.09,-0.0,0.25,-0.25,-0.3,-0.08,-0.41,2017
117,22.85388,86.36448,25.6,198.0,7.2,245.0,0.34,0.48,77.0,,,,0.19,0.59,0.42,-0.06,0.3,0.25,-0.2,0.0,-0.03,0.36,2017
118,22.80006,86.44047,36.2,189.0,2.6,205.0,0.39,0.29,85.9,,,,0.12,0.6,0.28,0.02,0.19,0.25,0.25,-0.17,0.17,-0.03,2017
119,22.85702,86.40406,33.9,186.0,4.6,171.0,0.07,0.34,102.7,,,,0.06,0.63,0.59,0.02,0.21,0.11,-0.07,-0.3,-0.07,-0.0,2017
120,22.71605,86.34867,27.7,214.0,8.3,199.0,0.39,0.39,95.4,,,,-0.14,0.44,0.51,-0.01,-0.05,0.15,-0.24,0.35,0.19,0.57,2017
121,22.73387,86.19757,31.3,191.0,8.2,177.0,0.7,0.38,107.1,,,,-0.29,0.63,0.48,-0.2,0.3,0.18,0.08,-0.05,0.16,-0.45,2017
122,22.81089,86.28505,29.5,181.0,8.2,65.0,0.33,0.38,110.7,,,,-0.32,0.35,0.62,-0.17,0.28,0.25,-0.08,0.15,0.3,-0.04,2017
123,22.84151,86.33878,40.0,214.0,5.9,87.0,0.21,0.68,81.6,,,,-0.11,0.45,0.85,0.31,0.3,-0.25,-0.11,-0.28,-0.01,0.51,2017
124,22.89048,86.44427,30.9,199.0,5.9,153.0,0.17,0.7,120.0,,,,-0.08,0.75,0.57,0.05,0.24,0.11,-0.05,0.02,-0.4,0.31,2017
125,22.82828,86.40266,30.5,235.0,5.7,88.0,0.37,0.14,90.1,,,,-0.08,0.64,0.56,0.07,-0.02,-0.11,-0.1,-0.29,0.14,0.03,2017
126,22.80452,86.24398,34.0,186.0,4.1,63.0,0.11,0.24,60.0,,,,0.3,0.1,0.42,0.03,-0.07,0.06,-0.05,0.18,0.27,-0.11,2017
127,22.84819,86.45961,37.7,169.0,7.0,296.0,0.25,0.46,65.9,,,,0.2,0.26,0.5,0.27,-0.05,0.25,-0.07,-0.07,0.13,-0.28,2017
128,22.90436,86.23795,34.4,178.0,8.7,314.0,0.42,0.35,106.4,,,,0.05,0.46,0.29,0.32,0.1,0.16,0.04,0.25,-0.32,0.05,2017
129,22.80024,86.39394,29.1,240.0,3.7,67.0,0.51,0.75,78.7,,,,0.12,0.13,0.48,-0.16,0.16,0.03,-0.02,0.22,0.01,0.39,2017
130,22.7405,86.37526,31.1,145.0,6.2,274.0,0.34,0.4,81.6,,,,-0.07,0.4,0.52,0.32,0.3,-0.13,0.03,-0.1,0.17,0.07,2017
131,22.85086,86.34745,31.8,197.0,6.0,120.0,0.52,0.46,60.0,,,,0.12,0.62,0.75,0.01,0.23,-0.04,0.01,0.45,-0.23,0.48,2017
132,22.77885,86.3622,28.5,207.0,3.9,59.0,0.49,0.37,81.5,,,,-0.32,0.26,0.49,0.03,0.3,-0.25,0.18,0.25,0.15,0.09,2017
133,22.8839,86.39962,32.2,185.0,7.3,12.0,0.36,0.51,76.0,,,,-0.26,0.36,0.63,-0.16,-0.05,-0.15,-0.04,0.01,0.56,-0.32,2017
134,22.8699,86.44854,31.6,219.0,2.4,59.0,0.6,0.6,106.2,,,,0.05,0.75,0.29,0.34,0.15,-0.01,0.01,0.12,0.5,0.1,2017
135,22.79034,86.28638,37.4,180.0,4.9,170.0,0.52,0.23,91.2,,,,-0.35,0.67,0.4,0.15,0.08,0.25,-0.13,0.23,0.23,0.51,2017
136,22.78109,86.37491,32.2,209.0,5.8,106.0,0.42,0.46,84.4,,,,0.14,0.26,0.65,0.1,0.09,-0.11,-0.22,-0.14,-0.33,-0.43,2017
137,22.84642,86.40575,38.2,180.0,4.8,270.0,0.24,0.17,74.5,,,,0.01,0.58,0.55,-0.07,-0.11,-0.14,-0.08,0.15,-0.01,-0.15,2017
138,22.75997,86.37351,24.0,178.0,3.4,132.0,0.47,0.47,119.7,,,,0.12,0.58,0.45,0.03,-0.02,0.13,-0.17,0.19,-0.23,0.36,2017
139,22.846,86.37101,27.4,176.0,5.8,351.0,0.41,0.6,60.0,,,,-0.1,0.18,0.71,0.05,-0.17,0.1,0.15,0.23,0.11,0.65,2017
140,22.72058,86.3523,35.5,196.0,5.6,173.0,0.35,0.21,93.9,,,,0.14,0.39,0.59,0.2,-0.12,0.07,-0.17,-0.3,-0.01,0.08,2017
141,22.93957,86.32784,31.6,229.0,9.7,170.0,0.44,0.43,95.5,,,,0.14,0.61,0.53,0.04,0.17,-0.25,0.17,-0.3,0.12,0.12,2017
142,22.8657,86.27585,38.4,187.0,4.1,323.0,0.42,0.67,67.2,,,,0.24,0.75,0.41,0.12,-0.04,0.25,-0.25,0.11,-0.03,0.37,2017
143,22.876,86.41164,28.1,192.0,6.1,142.0,0.23,0.38,120.0,,,,0.12,0.46,0.44,0.16,-0.1,0.03,0.04,-0.12,0.32,0.48,2017
144,22.79026,86.21093,34.8,189.0,6.0,189.0,0.7,0.1,79.2,,,,0.21,0.42,0.35,-0.03,0.06,-0.12,-0.03,-0.19,-0.05,0.45,2017
145,22.84239,86.44183,36.2,143.0,4.8,302.0,0.58,0.4,77.7,,,,-0.22,0.42,0.31,0.35,0.08,-0.04,0.17,0.05,0.15,-0.07,2017
146,22.7776,86.27987,34.6,157.0,5.3,208.0,0.27,0.39,85.1,,,,-0.18,0.43,0.34,0.16,-0.07,0.03,0.07,-0.07,0.3,-0.1,2017
147,22.79239,86.44439,28.6,220.0,3.6,116.0,0.37,0.75,95.0,,,,0.18,0.5,0.77,-0.09,0.15,-0.03,-0.16,0.17,-0.38,0.45,2017
148,22.8375,86.38605,27.4,146.0,6.4,333.0,0.33,0.16,109.7,,,,0.08,0.41,0.4,0.05,-0.13,0.16,-0.1,0.23,0.09,0.29,2017
149,22.82356,86.2737,26.2,180.0,7.1,98.0,0.29,0.27,119.6,,,,-0.19,0.49,0.48,-0.07,0.07,0.01,0.16,-0.05,0.09,0.07,2017
150,22.85042,86.31173,27.7,213.0,4.6,226.0,0.4,0.17,65.7,,,,0.14,0.16,0.56,0.17,-0.05,0.05,-0.05,-0.03,-0.13,0.14,2017
151,22.79143,86.49552,41.3,195.0,10.0,105.0,0.36,0.3,77.4,,,,0.12,0.65,0.58,0.14,0.3,0.15,0.14,-0.12,0.15,0.35,2017
152,22.81151,86.29968,35.2,140.0,5.9,161.0,0.57,0.52,106.9,,,,0.3,0.3,0.2,0.14,0.15,-0.25,-0.08,-0.3,-0.14,0.04,2017
153,22.7784,86.19037,29.0,186.0,7.1,73.0,0.08,0.1,68.6,,,,0.06,0.7,0.47,-0.05,0.12,-0.2,-0.15,-0.26,0.32,-0.38,2017
154,22.84837,86.35465,26.2,218.0,7.1,244.0,0.5,0.26,94.0,,,,0.08,0.6,0.5,-0.2,0.28,0.08,0.22,0.23,0.14,0.13,2017
155,22.81631,86.46321,24.0,240.0,4.0,89.0,0.32,0.47,90.5,,,,-0.2,0.21,0.53,0.24,0.11,-0.02,-0.22,0.17,-0.1,-0.13,2017
156,22.85161,86.32884,36.1,214.0,5.8,152.0,0.23,0.7,120.0,,,,-0.27,0.52,0.57,0.31,0.3,-0.24,-0.05,0.05,0.02,0.65,2017
157,22.82193,86.43028,29.4,206.0,5.5,96.0,0.38,0.43,60.0,,,,-0.06,0.62,0.53,0.31,0.05,0.14,0.18,-0.3,-0.4,0.26,2017
158,22.81583,86.44958,37.5,203.0,7.0,253.0,0.32,0.6,90.7,,,,-0.15,0.33,0.3,0.2,-0.2,-0.09,0.06,-0.08,-0.07,-0.01,2017
159,22.85251,86.23096,32.6,175.0,3.4,158.0,0.08,0.17,91.8,,,,-0.3,0.57,0.29,0.01,0.3,0.18,0.17,0.1,-0.4,0.05,2017
160,22.86423,86.42187,32.1,208.0,6.6,250.0,0.45,0.48,93.5,,,,-0.08,0.14,0.42,0.35,0.07,-0.21,-0.06,-0.3,-0.13,-0.04,2017
161,22.85149,86.37195,36.0,200.0,3.4,245.0,0.29,0.42,111.6,,,,-0.33,0.61,0.2,0.03,-0.12,0.07,0.25,0.06,0.21,0.17,2017
162,22.71542,86.38898,31.2,146.0,8.2,104.0,0.48,0.46,103.7,,,,0.21,0.49,0.49,0.12,-0.2,0.11,0.15,-0.11,-0.2,0.12,2017
163,22.80048,86.45041,24.0,236.0,7.5,198.0,0.39,0.1,104.4,,,,-0.16,0.47,0.71,0.16,0.21,-0.25,-0.02,0.2,0.6,0.22,2017
164,22.90523,86.30428,42.0,167.0,5.0,230.0,0.38,0.38,68.8,,,,0.0,0.35,0.67,0.3,-0.2,0.09,-0.14,0.31,-0.2,0.19,2017
165,22.81913,86.49919,32.2,176.0,4.9,83.0,0.61,0.57,82.0,,,,-0.21,0.41,0.81,-0.08,0.3,-0.25,-0.25,0.25,0.09,0.54,2017
166,22.8293,86.4103,27.6,231.0,5.0,107.0,0.4,0.38,89.1,,,,-0.24,0.44,0.65,0.35,0.06,0.0,-0.03,0.07,0.36,0.16,2017
167,22.91183,86.4094,30.5,218.0,1.7,115.0,0.41,0.4,80.2,,,,-0.03,0.42,0.15,0.34,0.07,0.17,0.05,-0.01,0.33,-0.15,2017
168,22.80367,86.45464,32.8,193.0,6.9,83.0,0.4,0.62,104.0,,,,0.19,0.43,0.51,-0.2,0.0,-0.25,-0.03,-0.15,-0.01,-0.24,2017
169,22.79818,86.32417,29.5,229.0,3.7,167.0,0.48,0.1,91.1,,,,-0.17,0.48,0.69,-0.09,-0.15,0.15,0.14,-0.11,0.15,-0.03,2017
170,22.84237,86.27417,37.8,203.0,7.8,317.0,0.05,0.36,73.9,,,,0.15,0.48,0.29,0.32,0.19,0.13,0.08,-0.04,0.52,0.57,2017
171,22.87058,86.37031,35.6,190.0,2.8,62.0,0.28,0.37,92.2,,,,0.28,0.75,0.2,0.1,0.04,-0.12,0.21,0.34,0.22,0.07,2017
172,22.82756,86.51372,42.0,140.0,4.5,276.0,0.3,0.34,115.1,,,,-0.23,0.57,0.44,-0.08,-0.04,-0.25,-0.06,0.39,0.29,0.33,2017
173,22.80395,86.42843,29.3,199.0,1.9,66.0,0.41,0.25,68.2,,,,0.26,0.24,0.79,0.35,-0.13,0.12,-0.04,0.04,0.3,0.25,2017
174,22.79239,86.31171,31.1,204.0,4.6,160.0,0.61,0.58,80.8,,,,0.24,0.38,0.48,0.02,0.3,-0.23,-0.03,0.05,-0.4,0.03,2017
175,22.85067,86.29124,30.6,178.0,4.2,173.0,0.26,0.38,104.1,,,,-0.35,0.11,0.15,0.01,0.3,0.25,-0.09,0.23,0.15,0.65,2017
176,22.76161,86.41578,31.2,178.0,4.6,86.0,0.41,0.52,78.1,,,,0.09,0.14,0.59,0.06,0.06,0.02,-0.08,-0.12,0.03,0.63,2017
177,22.81015,86.49739,35.3,188.0,8.4,49.0,0.11,0.44,104.9,,,,-0.01,0.1,0.42,0.16,-0.2,-0.06,-0.25,-0.12,0.12,-0.12,2017
178,22.8597,86.50784,27.4,193.0,6.6,9.0,0.18,0.39,85.5,,,,0.23,0.12,0.48,0.11,0.3,-0.16,0.1,0.14,0.36,0.55,2017
179,22.89314,86.45104,33.6,191.0,2.8,326.0,0.28,0.22,97.4,,,,0.2,0.32,0.46,-0.0,0.08,-0.16,0.24,0.21,-0.19,0.28,2017
180,22.78714,86.32914,24.0,189.0,3.5,260.0,0.31,0.42,107.0,,,,0.01,0.32,0.68,0.17,0.24,0.03,-0.25,0.4,0.13,-0.07,2017
181,22.83224,86.35231,29.7,175.0,2.7,80.0,0.46,0.44,98.3,,,,-0.15,0.33,0.83,0.35,0.02,-0.25,0.25,-0.3,-0.16,0.26,2017
182,22.83998,86.33245,31.8,222.0,1.8,260.0,0.32,0.44,64.3,,,,-0.03,0.35,0.5,0.07,0.0,0.12,0.01,-0.2,-0.4,0.0,2017
183,22.84639,86.37341,35.8,204.0,2.9,181.0,0.61,0.75,115.2,,,,0.14,0.24,0.54,0.35,-0.14,0.25,-0.25,0.21,0.28,0.18,2017
184,22.82262,86.3298,35.9,175.0,4.5,293.0,0.54,0.47,118.0,,,,0.14,0.35,0.53,0.23,-0.2,-0.25,-0.15,0.28,0.24,0.4,2017
185,22.88624,86.47619,27.2,185.0,3.5,341.0,0.7,0.15,88.5,,,,0.0,0.17,0.27,0.24,0.08,-0.22,0.1,0.43,0.47,-0.06,2017
186,22.82899,86.34079,33.9,213.0,3.5,186.0,0.43,0.42,64.0,,,,-0.31,0.11,0.57,0.11,0.01,-0.07,0.13,-0.3,0.29,-0.01,2017
187,22.7675,86.44314,41.1,177.0,8.7,360.0,0.22,0.55,88.5,,,,-0.03,0.35,0.54,0.21,0.09,0.04,-0.03,-0.09,0.03,-0.4,2017
188,22.80433,86.30138,34.8,160.0,10.0,221.0,0.14,0.27,104.6,,,,-0.35,0.42,0.44,0.09,0.29,0.15,-0.21,0.31,0.15,0.32,2017
189,22.85016,86.39014,29.8,191.0,7.3,73.0,0.47,0.23,93.4,,,,0.03,0.44,0.78,-0.09,-0.11,-0.07,-0.18,-0.0,0.6,0.3,2017
190,22.79232,86.29373,41.2,233.0,9.5,186.0,0.36,0.43,91.4,,,,-0.09,0.1,0.68,-0.05,0.17,-0.11,-0.25,0.29,-0.17,0.59,2017
191,22.89258,86.27175,32.5,193.0,3.7,138.0,0.43,0.44,83.4,,,,-0.22,0.38,0.37,0.35,0.09,0.25,0.07,0.12,0.6,0.03,2017
192,22.75901,86.35029,29.4,179.0,4.4,130.0,0.46,0.49,100.0,,,,-0.0,0.75,0.45,0.18,-0.2,-0.07,-0.02,0.27,-0.38,0.49,2017
193,22.84238,86.36268,37.7,174.0,6.7,226.0,0.3,0.39,120.0,,,,-0.3,0.75,0.21,-0.2,0.1,-0.03,0.04,-0.16,0.36,-0.19,2017
194,22.85221,86.34743,33.4,221.0,4.3,213.0,0.32,0.31,120.0,,,,0.02,0.35,0.54,0.12,0.3,0.01,0.12,-0.29,-0.1,0.03,2017
195,22.7671,86.25945,30.8,207.0,3.2,61.0,0.6,0.49,120.0,,,,0.02,0.52,0.17,0.24,0.09,-0.25,0.08,0.38,-0.32,0.14,2017
196,22.90765,86.25468,26.3,195.0,6.7,99.0,0.47,0.46,105.0,,,,-0.03,0.5,0.37,0.02,0.06,0.01,-0.2,-0.11,0.29,0.02,2017
197,22.7861,86.25573,33.3,197.0,8.2,160.0,0.36,0.67,120.0,,,,0.07,0.28,0.79,0.23,-0.16,-0.25,0.16,-0.3,0.22,0.12,2017
198,22.80024,86.28701,30.3,240.0,1.0,84.0,0.07,0.32,73.8,,,,-0.17,0.31,0.43,0.09,-0.2,-0.07,-0.11,-0.06,-0.04,0.18,2017
199,22.80937,86.33936,26.4,176.0,5.9,264.0,0.35,0.3,60.0,,,,-0.15,0.69,0.3,0.08,0.26,-0.12,0.21,-0.28,-0.19,0.2,2017
200,22.834,86.20096,24.0,184.0,7.2,76.0,0.4,0.75,84.3,,,,-0.13,0.21,0.39,0.05,-0.02,-0.14,-0.08,0.14,0.16,0.15,2017
201,22.89233,86.3192,24.0,195.0,1.0,115.0,0.3,0.19,80.6,,,,-0.05,0.35,0.59,0.04,0.06,0.25,0.14,0.4,-0.13,0.27,2017
202,22.82517,86.40974,37.3,238.0,8.1,249.0,0.42,0.37,103.0,,,,0.1,0.1,0.47,0.29,0.24,-0.12,-0.12,-0.28,0.44,0.09,2017
203,22.84731,86.41364,35.4,186.0,2.0,215.0,0.36,0.23,87.4,,,,0.29,0.57,0.17,0.07,0.04,0.04,0.12,0.03,-0.4,0.24,2017
204,22.85758,86.45409,38.1,151.0,3.4,101.0,0.25,0.44,120.0,,,,0.2,0.58,0.71,0.27,-0.2,0.21,-0.04,0.27,0.12,0.36,2017
205,22.86981,86.4046,35.1,237.0,7.5,192.0,0.21,0.28,106.4,,,,0.16,0.47,0.31,0.04,-0.02,0.25,0.1,0.28,0.33,-0.1,2017
206,22.79714,86.45791,32.4,178.0,5.9,110.0,0.27,0.1,107.3,,,,-0.27,0.29,0.68,0.17,0.05,0.25,-0.17,0.18,0.54,0.32,2017
207,22.79653,86.34995,30.4,212.0,3.4,191.0,0.21,0.37,120.0,,,,-0.08,0.7,0.85,-0.11,0.3,-0.09,0.0,-0.05,0.13,-0.21,2017
208,22.87202,86.51498,26.9,181.0,10.0,31.0,0.24,0.28,112.7,,,,0.23,0.1,0.31,0.21,0.3,-0.25,-0.03,0.41,-0.17,0.19,2017
209,22.86072,86.30955,33.4,240.0,2.8,18.0,0.25,0.35,89.7,,,,-0.06,0.3,0.6,0.15,-0.2,0.04,0.02,0.31,0.2,0.24,2017
210,22.80712,86.36116,36.5,186.0,8.6,112.0,0.46,0.52,88.6,,,,0.25,0.75,0.79,0.08,0.05,0.19,-0.09,-0.06,0.26,0.33,2017
211,22.75859,86.41127,31.3,140.0,6.7,144.0,0.25,0.31,94.1,,,,-0.05,0.71,0.51,-0.2,0.08,-0.07,0.15,-0.13,0.22,0.48,2017
212,22.75338,86.37739,29.2,191.0,7.0,56.0,0.4,0.59,60.2,,,,0.02,0.5,0.41,-0.14,0.3,-0.14,0.21,-0.3,0.2,0.52,2017
213,22.76729,86.43269,38.0,143.0,4.2,112.0,0.24,0.4,97.1,,,,-0.02,0.5,0.55,-0.17,0.3,0.17,0.01,0.45,-0.01,-0.1,2017
214,22.7228,86.35781,29.0,172.0,2.6,91.0,0.16,0.42,90.7,,,,0.01,0.21,0.26,0.14,-0.09,-0.23,0.02,-0.17,0.04,0.13,2017
215,22.88387,86.47426,38.7,164.0,5.0,214.0,0.47,0.66,114.4,,,,-0.08,0.7,0.3,-0.2,-0.2,-0.1,-0.12,-0.05,0.13,-0.36,2017
216,22.81807,86.36381,31.5,165.0,5.8,103.0,0.39,0.18,71.0,,,,0.32,0.19,0.35,0.2,-0.2,-0.08,-0.06,-0.3,0.22,0.02,2017
217,22.87149,86.39604,30.1,207.0,4.8,207.0,0.37,0.32,98.6,,,,-0.35,0.74,0.17,0.09,-0.2,-0.09,-0.01,-0.18,0.23,0.4,2017
218,22.82241,86.43574,24.0,206.0,5.6,170.0,0.22,0.52,92.5,,,,-0.08,0.31,0.15,0.27,-0.09,0.1,0.04,0.35,0.6,0.1,2017
219,22.89375,86.41491,32.2,234.0,3.1,191.0,0.36,0.74,76.4,,,,0.22,0.24,0.62,-0.2,-0.12,-0.25,0.06,0.09,0.03,0.35,2017
220,22.81769,86.3302,42.0,163.0,9.0,240.0,0.47,0.12,120.0,,,,0.22,0.5,0.74,-0.2,0.01,-0.03,0.18,-0.23,-0.09,0.52,2017
221,22.74912,86.30907,35.7,201.0,4.0,152.0,0.32,0.25,80.4,,,,-0.21,0.49,0.64,0.07,-0.1,0.25,-0.11,0.27,-0.17,0.23,2017
222,22.80136,86.35819,33.2,208.0,6.8,218.0,0.41,0.2,60.0,,,,0.02,0.28,0.6,-0.2,0.0,-0.18,0.04,-0.15,-0.23,0.3,2017
223,22.86222,86.38734,29.6,204.0,6.1,133.0,0.35,0.27,120.0,,,,-0.15,0.3,0.69,0.13,-0.03,-0.25,0.03,-0.02,-0.1,0.22,2017
224,22.82669,86.34585,30.3,224.0,6.3,286.0,0.42,0.4,66.4,,,,-0.35,0.71,0.39,0.04,0.04,-0.21,0.17,0.09,-0.07,0.2,2017
225,22.91599,86.37636,28.8,161.0,4.8,327.0,0.12,0.49,60.0,,,,0.0,0.46,0.48,-0.2,-0.09,-0.19,-0.13,-0.12,-0.34,0.37,2017
226,22.82282,86.3526,37.1,232.0,7.2,120.0,0.28,0.44,101.7,,,,-0.35,0.75,0.57,0.0,0.11,0.11,0.0,0.27,0.09,0.11,2017
227,22.80762,86.34389,26.7,142.0,2.4,84.0,0.37,0.49,110.7,,,,-0.12,0.28,0.77,0.17,-0.05,0.13,-0.03,0.21,0.06,0.48,2017
228,22.85179,86.46039,34.5,219.0,4.0,178.0,0.46,0.43,98.4,,,,0.22,0.74,0.81,0.06,-0.09,0.13,-0.09,-0.0,-0.12,-0.0,2017
229,22.8843,86.34472,33.3,140.0,3.9,135.0,0.48,0.31,120.0,,,,-0.07,0.27,0.56,-0.2,0.27,-0.24,0.2,0.19,0.41,-0.32,2017
230,22.88113,86.37609,29.3,194.0,8.5,183.0,0.3,0.5,83.9,,,,0.33,0.45,0.27,0.07,0.05,-0.13,0.06,0.1,0.13,-0.45,2017
231,22.79231,86.25769,37.5,189.0,7.9,96.0,0.17,0.1,98.4,,,,-0.06,0.62,0.44,0.09,0.28,0.02,0.16,-0.09,0.05,0.06,2017
232,22.82444,86.40288,28.3,185.0,3.4,175.0,0.46,0.4,83.6,,,,0.07,0.4,0.44,0.35,0.03,0.17,0.05,0.06,0.6,-0.02,2017
233,22.87702,86.40288,33.3,157.0,5.9,206.0,0.54,0.36,94.8,,,,0.35,0.2,0.59,-0.12,0.19,-0.1,0.21,-0.23,-0.25,0.59,2017
234,22.82331,86.27903,42.0,219.0,4.2,144.0,0.5,0.45,109.9,,,,0.4,0.41,0.4,0.27,-0.2,0.18,0.12,0.29,-0.24,-0.07,2017
235,22.78801,86.26502,28.2,203.0,5.6,171.0,0.32,0.73,70.1,,,,0.21,0.43,0.68,-0.2,0.09,0.07,-0.2,0.27,0.6,0.18,2017
236,22.92315,86.38568,32.8,239.0,1.3,221.0,0.28,0.37,120.0,,,,0.06,0.63,0.71,0.25,-0.15,-0.14,0.06,-0.11,0.04,-0.4,2017
237,22.8542,86.39836,27.0,237.0,6.7,0.0,0.27,0.45,69.3,,,,0.05,0.63,0.43,0.15,0.05,-0.0,-0.02,0.16,0.29,0.19,2017
238,22.75899,86.31005,30.1,199.0,5.4,360.0,0.26,0.59,69.7,,,,-0.24,0.1,0.31,-0.14,-0.2,-0.07,0.2,-0.23,0.3,-0.26,2017
239,22.85033,86.40161,37.2,240.0,5.6,271.0,0.16,0.56,119.5,,,,-0.06,0.75,0.5,0.13,0.18,0.2,0.25,-0.18,-0.21,0.33,2017
240,22.92605,86.4195,25.2,188.0,7.5,0.0,0.54,0.53,75.1,,,,0.13,0.1,0.15,0.29,0.26,-0.05,-0.09,0.07,-0.05,-0.25,2017
241,22.76267,86.45838,24.0,220.0,3.0,266.0,0.2,0.52,120.0,,,,0.4,0.58,0.21,0.34,0.08,0.25,-0.04,-0.3,0.06,0.38,2017
